,bus,p_nom,type,control,weather_cell_id,subtype,voltage_level,id,subst_id,la_id,geom,mvlv_subst_id,geom_em,p
Generator_LVGrid_98548_solar_3963996,BranchTee_mvgd_1056_lvgd_98548_5,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69121.0,POINT(10.8287548971524 50.0670295196927),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_109037_solar_3963997,BranchTee_mvgd_1056_lvgd_109037_26,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8078826082703 50.0303129960942),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97733_solar_3963998,BranchTee_mvgd_1056_lvgd_97733_174,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8110732962766 50.0950310377244),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_506736_solar_3963999,BranchTee_mvgd_1056_lvgd_506736_4,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,71375.0,POINT(10.7247631132523 50.1630484831077),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98712_solar_3964000,BranchTee_mvgd_1056_lvgd_98712_6,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,69228.0,POINT(10.6887339853501 50.0908902016883),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_440694_solar_3964001,BranchTee_mvgd_1056_lvgd_440694_2,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,69013.0,POINT(10.8328504181111 50.0616045943718),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_440493_solar_3964002,BranchTee_mvgd_1056_lvgd_440493_14,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68367.0,POINT(10.8178925671186 50.1260035070789),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97905_solar_3964003,BranchTee_mvgd_1056_lvgd_97905_34,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68687.0,POINT(10.8331089557965 50.0764391317212),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_109037_solar_3964004,BranchTee_mvgd_1056_lvgd_109037_34,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8107039437093 50.032091320186),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97718_solar_3964005,BranchTee_mvgd_1056_lvgd_97718_46,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.7850527122025 50.084872730243),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_99001_solar_3964006,BranchTee_mvgd_1056_lvgd_99001_46,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,69436.0,POINT(10.6622988397126 50.0991391849793),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_109037_solar_3964007,BranchTee_mvgd_1056_lvgd_109037_42,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8099757627299 50.0302981305097),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97719_solar_3964008,BusBar_mvgd_1056_lvgd_97719_LV,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.7872075246157 50.0884545425931),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102177_solar_3964009,BranchTee_mvgd_1056_lvgd_102177_136,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8553082102093 50.1459603044377),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102177_solar_3964010,BranchTee_mvgd_1056_lvgd_102177_56,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8559430570524 50.1423589053699),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102319_solar_3964011,BranchTee_mvgd_1056_lvgd_102319_58,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,70910.0,POINT(10.7056191423124 50.146084724987),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_99159_solar_3964012,BranchTee_mvgd_1056_lvgd_99159_24,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,69552.0,POINT(10.6931474851883 50.1061490884698),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102785_solar_3964013,BranchTee_mvgd_1056_lvgd_102785_72,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,71158.0,POINT(10.7285076200451 50.1333528674431),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97734_solar_3964014,BranchTee_mvgd_1056_lvgd_97734_54,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8090077673922 50.0968440452304),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102242_solar_3964015,BranchTee_mvgd_1056_lvgd_102242_44,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70835.0,POINT(10.7825029270051 50.1424364849764),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_440092_solar_3964016,Bus_Generator_3964016,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69502.0,POINT(10.7720351622637 50.1006969957434),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102774_solar_3964017,BranchTee_mvgd_1056_lvgd_102774_12,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,71148.0,POINT(10.8285510502579 50.135817367284),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_109035_solar_3964018,BranchTee_mvgd_1056_lvgd_109035_28,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8044242420316 50.0321358419365),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97255_solar_3964019,BranchTee_mvgd_1056_lvgd_97255_58,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,68232.0,POINT(10.6779454535592 50.1183789812774),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97732_solar_3964020,BranchTee_mvgd_1056_lvgd_97732_134,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8027875686954 50.1009342502257),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_109034_solar_3964021,BranchTee_mvgd_1056_lvgd_109034_106,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8015579595852 50.027660125907),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98951_solar_3964022,BranchTee_mvgd_1056_lvgd_98951_142,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69383.0,POINT(10.7579602481721 50.094497278361),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97195_solar_3964023,BranchTee_mvgd_1056_lvgd_97195_26,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68184.0,POINT(10.7820753682901 50.1163639050162),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_99144_solar_3964024,BranchTee_mvgd_1056_lvgd_99144_20,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69524.0,POINT(10.7364057140075 50.1013822053354),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_487647_solar_3964025,Bus_Generator_3964025,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69674.0,POINT(10.7799270098309 50.1132315561658),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102577_solar_3964026,BranchTee_mvgd_1056_lvgd_102577_54,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,71031.0,POINT(10.8550502608329 50.1315756564407),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_109035_solar_3964027,BranchTee_mvgd_1056_lvgd_109035_170,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8051219871913 50.0321309121711),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97724_solar_3964028,BranchTee_mvgd_1056_lvgd_97724_8,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7951087936594 50.1014376266225),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102177_solar_3964029,BranchTee_mvgd_1056_lvgd_102177_6,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8573579262822 50.1432474458135),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98278_solar_3964030,BranchTee_mvgd_1056_lvgd_98278_128,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68944.0,POINT(10.7959443757541 50.0677129591804),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102576_solar_3964031,BranchTee_mvgd_1056_lvgd_102576_10,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,71031.0,POINT(10.8535473067154 50.1257423441597),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98550_solar_3964032,BranchTee_mvgd_1056_lvgd_98550_1,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69121.0,POINT(10.8351177051239 50.0714789638234),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98550_solar_3964033,BusBar_mvgd_1056_lvgd_98550_LV,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69121.0,POINT(10.8302138664595 50.0706156101782),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97334_solar_3964034,BranchTee_mvgd_1056_lvgd_97334_36,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68328.0,POINT(10.7458196769573 50.122451205063),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_102708_solar_3964035,BranchTee_mvgd_1056_lvgd_102708_4,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,71098.0,POINT(10.8110007419719 50.1318972353054),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97718_solar_3964036,BranchTee_mvgd_1056_lvgd_97718_16,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.7829424260763 50.0839880738208),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97768_solar_3964037,BranchTee_mvgd_1056_lvgd_97768_4,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,68550.0,POINT(10.8043992033828 50.0721494720918),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_99308_solar_3964038,BranchTee_mvgd_1056_lvgd_99308_6,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,69674.0,POINT(10.7805965342012 50.1114286566264),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98277_solar_3964039,BranchTee_mvgd_1056_lvgd_98277_54,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,68944.0,POINT(10.7958545582791 50.0623185406026),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_103093_solar_3964040,BranchTee_mvgd_1056_lvgd_103093_46,0.017,solar,PQ,1131085.0,solar,lv,,1056.0,71434.0,POINT(10.7478732252065 50.1642481549154),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97290_solar_3964041,BranchTee_mvgd_1056_lvgd_97290_30,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,68268.0,POINT(10.7157258388408 50.1203960873181),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_97101_solar_3964042,BranchTee_mvgd_1056_lvgd_97101_8,0.017,solar,PQ,1130085.0,solar,lv,,1056.0,68076.0,POINT(10.7051073467276 50.1114706972499),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98280_solar_3964043,BranchTee_mvgd_1056_lvgd_98280_14,0.017,solar,PQ,1131084.0,solar,lv,,1056.0,68944.0,POINT(10.8007569193908 50.0631833762673),,POINT(10.7279198006149 50.0960724387193),0.017
Generator_LVGrid_98713_solar_3964046,BranchTee_mvgd_1056_lvgd_98713_20,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,69228.0,POINT(10.6894196203437 50.0899869017199),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_439544_solar_3964047,BranchTee_mvgd_1056_lvgd_439544_8,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,69300.0,POINT(10.720883605646 50.0915906386926),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_102576_solar_3964048,BranchTee_mvgd_1056_lvgd_102576_12,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,71031.0,POINT(10.8521812062162 50.1275508841978),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_102178_solar_3964049,BranchTee_mvgd_1056_lvgd_102178_8,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8601229518607 50.1414283192216),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_102319_solar_3964050,BranchTee_mvgd_1056_lvgd_102319_18,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,70910.0,POINT(10.7035407825346 50.1474462691994),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_103093_solar_3964051,BranchTee_mvgd_1056_lvgd_103093_10,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,71434.0,POINT(10.7513361993686 50.1619775604652),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97876_solar_3964052,BranchTee_mvgd_1056_lvgd_97876_34,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,68663.0,POINT(10.6934219663658 50.0769248293629),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_102723_solar_3964053,BranchTee_mvgd_1056_lvgd_102723_10,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,71112.0,POINT(10.7627626114238 50.1326794586181),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97730_solar_3964054,BranchTee_mvgd_1056_lvgd_97730_4,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.805476404591 50.094621125373),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97722_solar_3964055,BranchTee_mvgd_1056_lvgd_97722_136,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7901059040362 50.0947286604905),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97731_solar_3964056,BranchTee_mvgd_1056_lvgd_97731_44,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8027346664189 50.0977875422643),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97724_solar_3964057,BranchTee_mvgd_1056_lvgd_97724_38,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7929975861927 50.1005531617741),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_98280_solar_3964058,BranchTee_mvgd_1056_lvgd_98280_72,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,68944.0,POINT(10.7993454885028 50.0622941091493),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97724_solar_3964059,BranchTee_mvgd_1056_lvgd_97724_30,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7908939030193 50.1001181880672),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_102176_solar_3964060,BranchTee_mvgd_1056_lvgd_102176_4,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.853153689266 50.1428293710998),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_102249_solar_3964061,BranchTee_mvgd_1056_lvgd_102249_132,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,70848.0,POINT(10.7378410149934 50.1490279856339),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_102175_solar_3964062,BusBar_mvgd_1056_lvgd_102175_LV,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.851722852799 50.1410417379773),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97733_solar_3964063,BranchTee_mvgd_1056_lvgd_97733_176,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8089925364065 50.0959449859805),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_99309_solar_3964064,BranchTee_mvgd_1056_lvgd_99309_58,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,69674.0,POINT(10.7889685331646 50.1104718955024),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_99159_solar_3964065,BranchTee_mvgd_1056_lvgd_99159_30,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,69552.0,POINT(10.6924225695354 50.1043551859317),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97734_solar_3964066,BranchTee_mvgd_1056_lvgd_97734_118,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8083242959951 50.0977480589172),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97720_solar_3964067,BranchTee_mvgd_1056_lvgd_97720_54,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.7851561527708 50.0911661864477),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_98276_solar_3964068,BranchTee_mvgd_1056_lvgd_98276_20,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68944.0,POINT(10.7924455954383 50.0672877520595),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_99309_solar_3964069,BranchTee_mvgd_1056_lvgd_99309_42,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,69674.0,POINT(10.7854740763386 50.1104960127112),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_98276_solar_3964070,BranchTee_mvgd_1056_lvgd_98276_28,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,68944.0,POINT(10.791041637081 50.0668479181127),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97334_solar_3964071,BranchTee_mvgd_1056_lvgd_97334_10,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68328.0,POINT(10.7430233958605 50.1224694505771),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97768_solar_3964072,BranchTee_mvgd_1056_lvgd_97768_28,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68550.0,POINT(10.8030025446388 50.0721593197271),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_102578_solar_3964073,BranchTee_mvgd_1056_lvgd_102578_20,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,71031.0,POINT(10.8598311806297 50.125245578382),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_102577_solar_3964074,BranchTee_mvgd_1056_lvgd_102577_52,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,71031.0,POINT(10.8571155341979 50.1297618343449),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97719_solar_3964075,BranchTee_mvgd_1056_lvgd_97719_5,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.7857734116654 50.0862165169496),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97727_solar_3964076,BranchTee_mvgd_1056_lvgd_97727_36,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7992260960636 50.0969130197338),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_102576_solar_3964077,BranchTee_mvgd_1056_lvgd_102576_32,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,71031.0,POINT(10.8528642693293 50.1266466163288),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97731_solar_3964078,BranchTee_mvgd_1056_lvgd_97731_108,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8020133121189 50.0964438682165),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_102178_solar_3964079,BranchTee_mvgd_1056_lvgd_102178_36,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8608385200659 50.142322085194),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97720_solar_3964080,BranchTee_mvgd_1056_lvgd_97720_42,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.7858399691126 50.0902623094791),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97768_solar_3964081,BranchTee_mvgd_1056_lvgd_97768_4,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68550.0,POINT(10.8050596698665 50.0698968750572),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97718_solar_3964082,BranchTee_mvgd_1056_lvgd_97718_62,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.7857586230362 50.085317451269),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_102176_solar_3964083,BranchTee_mvgd_1056_lvgd_102176_36,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8539174503333 50.1464202976231),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_98547_solar_3964084,BranchTee_mvgd_1056_lvgd_98547_1,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,69121.0,POINT(10.827342830372 50.0661406011562),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_103068_solar_3964085,BranchTee_mvgd_1056_lvgd_103068_36,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,71375.0,POINT(10.7296676629149 50.1634668141676),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_109037_solar_3964086,BranchTee_mvgd_1056_lvgd_109037_10,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8086183075678 50.0325557375951),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97253_solar_3964087,BranchTee_mvgd_1056_lvgd_97253_12,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68230.0,POINT(10.8058633137704 50.1175470829534),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_98280_solar_3964088,BranchTee_mvgd_1056_lvgd_98280_84,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,68944.0,POINT(10.8007418596744 50.0622843066285),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_98278_solar_3964089,BranchTee_mvgd_1056_lvgd_98278_92,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,68944.0,POINT(10.7972884172717 50.0645564558107),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_102785_solar_3964090,BranchTee_mvgd_1056_lvgd_102785_140,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,71158.0,POINT(10.7292068511351 50.133348401278),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_98276_solar_3964091,BranchTee_mvgd_1056_lvgd_98276_4,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,68944.0,POINT(10.7903210859631 50.0655041567129),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_98547_solar_3964092,BranchTee_mvgd_1056_lvgd_98547_3,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,69121.0,POINT(10.830127980186 50.0656707606163),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_102175_solar_3964093,BranchTee_mvgd_1056_lvgd_102175_3,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,70817.0,POINT(10.8544799113664 50.13877322634),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97340_solar_3964094,BranchTee_mvgd_1056_lvgd_97340_58,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68340.0,POINT(10.7633179631443 50.1236842064123),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_98278_solar_3964095,BranchTee_mvgd_1056_lvgd_98278_88,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,68944.0,POINT(10.7979866361384 50.0645515692557),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97727_solar_3964096,BranchTee_mvgd_1056_lvgd_97727_34,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7964388254747 50.097382103124),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_109033_solar_3964097,BranchTee_mvgd_1056_lvgd_109033_8,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.802308394096 50.0308019886958),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_98952_solar_3964098,BranchTee_mvgd_1056_lvgd_98952_44,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,69383.0,POINT(10.7566199053459 50.0981028263021),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97723_solar_3964099,BranchTee_mvgd_1056_lvgd_97723_70,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.7915479304314 50.0974161562603),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_440493_solar_3964100,BranchTee_mvgd_1056_lvgd_440493_14,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68367.0,POINT(10.8136748687794 50.1246849235229),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_102578_solar_3964101,BranchTee_mvgd_1056_lvgd_102578_30,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,71031.0,POINT(10.8591401742402 50.1257003665063),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_102785_solar_3964102,BranchTee_mvgd_1056_lvgd_102785_90,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,71158.0,POINT(10.7334575354891 50.1369177546145),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97733_solar_3964103,BranchTee_mvgd_1056_lvgd_97733_166,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8075267704658 50.0919091200149),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_109036_solar_3964104,BranchTee_mvgd_1056_lvgd_109036_8,0.016,solar,PQ,1131084.0,solar,lv,,1056.0,73813.0,POINT(10.8099605453639 50.0293990533198),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_99002_solar_3964105,BranchTee_mvgd_1056_lvgd_99002_42,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,69436.0,POINT(10.6664724249113 50.097766142204),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97734_solar_3964106,BranchTee_mvgd_1056_lvgd_97734_70,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8062054175239 50.0964143080351),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97718_solar_3964107,BranchTee_mvgd_1056_lvgd_97718_62,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.7857512289827 50.0848679183367),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97733_solar_3964108,BranchTee_mvgd_1056_lvgd_97733_138,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68514.0,POINT(10.8089620765867 50.0941468667465),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97255_solar_3964109,BranchTee_mvgd_1056_lvgd_97255_54,0.016,solar,PQ,1130085.0,solar,lv,,1056.0,68232.0,POINT(10.6786380763038 50.1179252891033),,POINT(10.7354205584601 50.1474641373183),0.016
Generator_LVGrid_97721_solar_3964110,BranchTee_mvgd_1056_lvgd_97721_68,0.016,solar,PQ,1131085.0,solar,lv,,1056.0,68513.0,POINT(10.7905887673276 50.0816873854877),,POINT(10.7354205584601 50.1474641373183),0.016
