,bus,p_nom,type,control,weather_cell_id,subtype,voltage_level,id,subst_id,la_id,geom,mvlv_subst_id,geom_em,p
Generator_mvgd_1056_lvgd_102177_solar_roof_mounted_752493,BranchTee_mvgd_1056_lvgd_102177_150,0.02484,solar,PQ,1131085.0,solar_roof_mounted,lv,752493.0,,,,,,
Generator_mvgd_1056_lvgd_102177_solar_roof_mounted_752978,BranchTee_mvgd_1056_lvgd_102177_104,0.00728,solar,PQ,1131085.0,solar_roof_mounted,lv,752978.0,,,,,,
Generator_mvgd_1056_lvgd_102177_solar_roof_mounted_753000,BranchTee_mvgd_1056_lvgd_102177_76,0.0084,solar,PQ,1131085.0,solar_roof_mounted,lv,753000.0,,,,,,
Generator_mvgd_1056_lvgd_102178_solar_roof_mounted_750042,BranchTee_mvgd_1056_lvgd_102178_44,0.02205,solar,PQ,1131085.0,solar_roof_mounted,lv,750042.0,,,,,,
Generator_mvgd_1056_lvgd_102178_solar_roof_mounted_750060,BranchTee_mvgd_1056_lvgd_102178_4,0.0162,solar,PQ,1131085.0,solar_roof_mounted,lv,750060.0,,,,,,
Generator_mvgd_1056_lvgd_102178_solar_roof_mounted_750108,BranchTee_mvgd_1056_lvgd_102178_28,0.007425,solar,PQ,1131085.0,solar_roof_mounted,lv,750108.0,,,,,,
Generator_mvgd_1056_lvgd_102178_solar_roof_mounted_750281,BranchTee_mvgd_1056_lvgd_102178_2,0.01,solar,PQ,1131085.0,solar_roof_mounted,lv,750281.0,,,,,,
Generator_mvgd_1056_lvgd_102178_solar_roof_mounted_750293,BranchTee_mvgd_1056_lvgd_102178_72,0.0145,solar,PQ,1131085.0,solar_roof_mounted,lv,750293.0,,,,,,
Generator_mvgd_1056_lvgd_102178_solar_roof_mounted_752232,BranchTee_mvgd_1056_lvgd_102178_42,0.00564,solar,PQ,1131085.0,solar_roof_mounted,lv,752232.0,,,,,,
Generator_mvgd_1056_lvgd_102178_solar_roof_mounted_752477,BranchTee_mvgd_1056_lvgd_102178_58,0.0278999999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,752477.0,,,,,,
Generator_mvgd_1056_lvgd_102178_solar_roof_mounted_752503,BranchTee_mvgd_1056_lvgd_102178_40,0.01221,solar,PQ,1131085.0,solar_roof_mounted,lv,752503.0,,,,,,
Generator_mvgd_1056_lvgd_102242_solar_roof_mounted_749929,BranchTee_mvgd_1056_lvgd_102242_50,0.01782,solar,PQ,1131085.0,solar_roof_mounted,lv,749929.0,,,,,,
Generator_mvgd_1056_lvgd_102242_solar_roof_mounted_752205,BranchTee_mvgd_1056_lvgd_102242_10,0.0094,solar,PQ,1131085.0,solar_roof_mounted,lv,752205.0,,,,,,
Generator_mvgd_1056_lvgd_102242_solar_roof_mounted_752422,BranchTee_mvgd_1056_lvgd_102242_34,0.0066799999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,752422.0,,,,,,
Generator_mvgd_1056_lvgd_102242_solar_roof_mounted_752447,BusBar_mvgd_1056_lvgd_102242_LV,0.0495,solar,PQ,1131085.0,solar_roof_mounted,lv,752447.0,,,,,,
Generator_mvgd_1056_lvgd_102243_solar_roof_mounted_750221,BranchTee_mvgd_1056_lvgd_102243_10,0.006615,solar,PQ,1131085.0,solar_roof_mounted,lv,750221.0,,,,,,
Generator_mvgd_1056_lvgd_102243_solar_roof_mounted_750228,BranchTee_mvgd_1056_lvgd_102243_24,0.0297,solar,PQ,1131085.0,solar_roof_mounted,lv,750228.0,,,,,,
Generator_mvgd_1056_lvgd_102243_solar_roof_mounted_752502,BranchTee_mvgd_1056_lvgd_102243_14,0.02369,solar,PQ,1131085.0,solar_roof_mounted,lv,752502.0,,,,,,
Generator_mvgd_1056_lvgd_102243_solar_roof_mounted_752994,BusBar_mvgd_1056_lvgd_102243_LV,0.0937699999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,752994.0,,,,,,
Generator_mvgd_1056_lvgd_102243_solar_roof_mounted_753005,BranchTee_mvgd_1056_lvgd_102243_2,0.02881,solar,PQ,1131085.0,solar_roof_mounted,lv,753005.0,,,,,,
Generator_mvgd_1056_lvgd_102248_solar_roof_mounted_749947,BranchTee_mvgd_1056_lvgd_102248_104,0.0086,solar,PQ,1131085.0,solar_roof_mounted,lv,749947.0,,,,,,
Generator_mvgd_1056_lvgd_102248_solar_roof_mounted_750084,BranchTee_mvgd_1056_lvgd_102248_106,0.00805,solar,PQ,1131085.0,solar_roof_mounted,lv,750084.0,,,,,,
Generator_mvgd_1056_lvgd_102248_solar_roof_mounted_750095,BranchTee_mvgd_1056_lvgd_102248_98,0.01305,solar,PQ,1131085.0,solar_roof_mounted,lv,750095.0,,,,,,
Generator_mvgd_1056_lvgd_102248_solar_roof_mounted_750118,BusBar_mvgd_1056_lvgd_102248_LV,0.0432,solar,PQ,1131085.0,solar_roof_mounted,lv,750118.0,,,,,,
Generator_mvgd_1056_lvgd_102248_solar_roof_mounted_750300,BusBar_mvgd_1056_lvgd_102248_LV,0.0665,solar,PQ,1131085.0,solar_roof_mounted,lv,750300.0,,,,,,
Generator_mvgd_1056_lvgd_102248_hydro_752152,BranchTee_mvgd_1056_lvgd_102248_28,0.0106571574043842,run_of_river,PQ,,hydro,lv,752152.0,,,,,,
Generator_mvgd_1056_lvgd_102248_solar_roof_mounted_752243,BranchTee_mvgd_1056_lvgd_102248_84,0.00658,solar,PQ,1131085.0,solar_roof_mounted,lv,752243.0,,,,,,
Generator_mvgd_1056_lvgd_102248_solar_roof_mounted_752458,BranchTee_mvgd_1056_lvgd_102248_30,0.0176,solar,PQ,1131085.0,solar_roof_mounted,lv,752458.0,,,,,,
Generator_mvgd_1056_lvgd_102248_solar_roof_mounted_752498,BusBar_mvgd_1056_lvgd_102248_LV,0.08865,solar,PQ,1131085.0,solar_roof_mounted,lv,752498.0,,,,,,
Generator_mvgd_1056_lvgd_102248_solar_roof_mounted_753048,BranchTee_mvgd_1056_lvgd_102248_62,0.016,solar,PQ,1131085.0,solar_roof_mounted,lv,753048.0,,,,,,
Generator_mvgd_1056_lvgd_102249_solar_roof_mounted_557791,BranchTee_mvgd_1056_lvgd_102249_76,0.0111,solar,PQ,1131085.0,solar_roof_mounted,lv,557791.0,,,,,,
Generator_mvgd_1056_lvgd_102249_solar_roof_mounted_557793,BranchTee_mvgd_1056_lvgd_102249_60,0.009165,solar,PQ,1131085.0,solar_roof_mounted,lv,557793.0,,,,,,
Generator_mvgd_1056_lvgd_102249_solar_roof_mounted_557803,BranchTee_mvgd_1056_lvgd_102249_2,0.01,solar,PQ,1131085.0,solar_roof_mounted,lv,557803.0,,,,,,
Generator_mvgd_1056_lvgd_102249_solar_roof_mounted_749996,BranchTee_mvgd_1056_lvgd_102249_142,0.01225,solar,PQ,1131085.0,solar_roof_mounted,lv,749996.0,,,,,,
Generator_mvgd_1056_lvgd_102249_solar_roof_mounted_750089,Bus_mvgd_1056_lvgd_102249_gen_750089,0.1722,solar,PQ,1131085.0,solar_roof_mounted,lv,750089.0,,,,,,
Generator_mvgd_1056_lvgd_102249_solar_roof_mounted_750124,BranchTee_mvgd_1056_lvgd_102249_38,0.026905,solar,PQ,1131085.0,solar_roof_mounted,lv,750124.0,,,,,,
Generator_mvgd_1056_lvgd_102249_solar_roof_mounted_750161,BranchTee_mvgd_1056_lvgd_102249_4,0.02914,solar,PQ,1131085.0,solar_roof_mounted,lv,750161.0,,,,,,
Generator_mvgd_1056_lvgd_102249_solar_roof_mounted_750214,BusBar_mvgd_1056_lvgd_102249_LV,0.0367199999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,750214.0,,,,,,
Generator_mvgd_1056_lvgd_102249_solar_roof_mounted_750282,BranchTee_mvgd_1056_lvgd_102249_130,0.0105,solar,PQ,1131085.0,solar_roof_mounted,lv,750282.0,,,,,,
Generator_mvgd_1056_lvgd_102249_solar_roof_mounted_752219,BusBar_mvgd_1056_lvgd_102249_LV,0.05292,solar,PQ,1131085.0,solar_roof_mounted,lv,752219.0,,,,,,
Generator_mvgd_1056_lvgd_102249_solar_roof_mounted_752257,BranchTee_mvgd_1056_lvgd_102249_72,0.01,solar,PQ,1131085.0,solar_roof_mounted,lv,752257.0,,,,,,
Generator_mvgd_1056_lvgd_102249_solar_roof_mounted_752435,BranchTee_mvgd_1056_lvgd_102249_58,0.00882,solar,PQ,1131085.0,solar_roof_mounted,lv,752435.0,,,,,,
Generator_mvgd_1056_lvgd_102249_solar_roof_mounted_752465,BranchTee_mvgd_1056_lvgd_102249_106,0.01892,solar,PQ,1131085.0,solar_roof_mounted,lv,752465.0,,,,,,
Generator_mvgd_1056_lvgd_102249_solar_roof_mounted_752497,BranchTee_mvgd_1056_lvgd_102249_68,0.00657,solar,PQ,1131085.0,solar_roof_mounted,lv,752497.0,,,,,,
Generator_mvgd_1056_lvgd_102249_solar_roof_mounted_753047,BranchTee_mvgd_1056_lvgd_102249_28,0.008,solar,PQ,1131085.0,solar_roof_mounted,lv,753047.0,,,,,,
Generator_mvgd_1056_lvgd_102250_solar_roof_mounted_557801,BranchTee_mvgd_1056_lvgd_102250_28,0.02961,solar,PQ,1131085.0,solar_roof_mounted,lv,557801.0,,,,,,
Generator_mvgd_1056_lvgd_102250_solar_roof_mounted_749978,BranchTee_mvgd_1056_lvgd_102250_44,0.00189,solar,PQ,1131085.0,solar_roof_mounted,lv,749978.0,,,,,,
Generator_mvgd_1056_lvgd_102250_solar_roof_mounted_750032,BranchTee_mvgd_1056_lvgd_102250_2,0.0297,solar,PQ,1131085.0,solar_roof_mounted,lv,750032.0,,,,,,
Generator_mvgd_1056_lvgd_102250_solar_roof_mounted_750111,BranchTee_mvgd_1056_lvgd_102250_74,0.02736,solar,PQ,1131085.0,solar_roof_mounted,lv,750111.0,,,,,,
Generator_mvgd_1056_lvgd_102250_solar_roof_mounted_750150,BusBar_mvgd_1056_lvgd_102250_LV,0.03744,solar,PQ,1131085.0,solar_roof_mounted,lv,750150.0,,,,,,
Generator_mvgd_1056_lvgd_102250_solar_roof_mounted_750285,BranchTee_mvgd_1056_lvgd_102250_12,0.0106,solar,PQ,1131085.0,solar_roof_mounted,lv,750285.0,,,,,,
Generator_mvgd_1056_lvgd_102250_solar_roof_mounted_752246,BranchTee_mvgd_1056_lvgd_102250_4,0.02982,solar,PQ,1131085.0,solar_roof_mounted,lv,752246.0,,,,,,
Generator_mvgd_1056_lvgd_102250_solar_roof_mounted_752450,BranchTee_mvgd_1056_lvgd_102250_26,0.021,solar,PQ,1131085.0,solar_roof_mounted,lv,752450.0,,,,,,
Generator_mvgd_1056_lvgd_102250_solar_roof_mounted_752475,BranchTee_mvgd_1056_lvgd_102250_42,0.00936,solar,PQ,1131085.0,solar_roof_mounted,lv,752475.0,,,,,,
Generator_mvgd_1056_lvgd_102250_solar_roof_mounted_752483,BranchTee_mvgd_1056_lvgd_102250_60,0.0072,solar,PQ,1131085.0,solar_roof_mounted,lv,752483.0,,,,,,
Generator_mvgd_1056_lvgd_102250_solar_roof_mounted_752501,BranchTee_mvgd_1056_lvgd_102250_16,0.01215,solar,PQ,1131085.0,solar_roof_mounted,lv,752501.0,,,,,,
Generator_mvgd_1056_lvgd_102250_solar_roof_mounted_752542,BranchTee_mvgd_1056_lvgd_102250_70,0.0075,solar,PQ,1131085.0,solar_roof_mounted,lv,752542.0,,,,,,
Generator_mvgd_1056_lvgd_102250_solar_roof_mounted_752971,BranchTee_mvgd_1056_lvgd_102250_72,0.0264,solar,PQ,1131085.0,solar_roof_mounted,lv,752971.0,,,,,,
Generator_mvgd_1056_lvgd_102250_solar_roof_mounted_753016,BranchTee_mvgd_1056_lvgd_102250_22,0.01176,solar,PQ,1131085.0,solar_roof_mounted,lv,753016.0,,,,,,
Generator_mvgd_1056_lvgd_506612_solar_roof_mounted_750027,BranchTee_mvgd_1056_lvgd_506612_2,0.00665,solar,PQ,1131085.0,solar_roof_mounted,lv,750027.0,,,,,,
Generator_mvgd_1056_lvgd_506612_solar_roof_mounted_750175,BusBar_mvgd_1056_lvgd_506612_LV,0.05361,solar,PQ,1131085.0,solar_roof_mounted,lv,750175.0,,,,,,
Generator_mvgd_1056_lvgd_506612_solar_roof_mounted_752197,BranchTee_mvgd_1056_lvgd_506612_6,0.0299,solar,PQ,1131085.0,solar_roof_mounted,lv,752197.0,,,,,,
Generator_mvgd_1056_lvgd_506612_solar_roof_mounted_752200,BranchTee_mvgd_1056_lvgd_506612_8,0.009,solar,PQ,1131085.0,solar_roof_mounted,lv,752200.0,,,,,,
Generator_mvgd_1056_lvgd_506626_solar_roof_mounted_749958,BranchTee_mvgd_1056_lvgd_506626_2,0.005735,solar,PQ,1131085.0,solar_roof_mounted,lv,749958.0,,,,,,
Generator_mvgd_1056_lvgd_506626_solar_roof_mounted_752177,BranchTee_mvgd_1056_lvgd_506626_6,0.01134,solar,PQ,1131085.0,solar_roof_mounted,lv,752177.0,,,,,,
Generator_mvgd_1056_lvgd_102319_solar_roof_mounted_749916,BranchTee_mvgd_1056_lvgd_102319_14,0.006,solar,PQ,1130085.0,solar_roof_mounted,lv,749916.0,,,,,,
Generator_mvgd_1056_lvgd_102319_solar_roof_mounted_750094,BranchTee_mvgd_1056_lvgd_102319_46,0.020925,solar,PQ,1130085.0,solar_roof_mounted,lv,750094.0,,,,,,
Generator_mvgd_1056_lvgd_102319_solar_roof_mounted_750100,BranchTee_mvgd_1056_lvgd_102319_2,0.01134,solar,PQ,1130085.0,solar_roof_mounted,lv,750100.0,,,,,,
Generator_mvgd_1056_lvgd_102319_solar_roof_mounted_750135,BranchTee_mvgd_1056_lvgd_102319_34,0.00936,solar,PQ,1130085.0,solar_roof_mounted,lv,750135.0,,,,,,
Generator_mvgd_1056_lvgd_102319_solar_roof_mounted_750217,BranchTee_mvgd_1056_lvgd_102319_12,0.01296,solar,PQ,1130085.0,solar_roof_mounted,lv,750217.0,,,,,,
Generator_mvgd_1056_lvgd_102319_solar_roof_mounted_752146,BranchTee_mvgd_1056_lvgd_102319_56,0.00648,solar,PQ,1130085.0,solar_roof_mounted,lv,752146.0,,,,,,
Generator_mvgd_1056_lvgd_102319_solar_roof_mounted_752424,BranchTee_mvgd_1056_lvgd_102319_22,0.0011,solar,PQ,1130085.0,solar_roof_mounted,lv,752424.0,,,,,,
Generator_mvgd_1056_lvgd_102319_solar_roof_mounted_752482,BusBar_mvgd_1056_lvgd_102319_LV,0.08735,solar,PQ,1130085.0,solar_roof_mounted,lv,752482.0,,,,,,
Generator_mvgd_1056_lvgd_102319_solar_roof_mounted_752541,BranchTee_mvgd_1056_lvgd_102319_52,0.0098699999999999,solar,PQ,1130085.0,solar_roof_mounted,lv,752541.0,,,,,,
Generator_mvgd_1056_lvgd_102319_solar_roof_mounted_753011,BranchTee_mvgd_1056_lvgd_102319_62,0.00555,solar,PQ,1130085.0,solar_roof_mounted,lv,753011.0,,,,,,
Generator_mvgd_1056_lvgd_102319_solar_roof_mounted_753013,BranchTee_mvgd_1056_lvgd_102319_18,0.00858,solar,PQ,1130085.0,solar_roof_mounted,lv,753013.0,,,,,,
Generator_mvgd_1056_lvgd_102319_solar_roof_mounted_753019,BranchTee_mvgd_1056_lvgd_102319_28,0.02448,solar,PQ,1130085.0,solar_roof_mounted,lv,753019.0,,,,,,
Generator_mvgd_1056_lvgd_102319_solar_roof_mounted_753054,BranchTee_mvgd_1056_lvgd_102319_16,0.00636,solar,PQ,1130085.0,solar_roof_mounted,lv,753054.0,,,,,,
Generator_mvgd_1056_lvgd_102319_solar_roof_mounted_753057,BranchTee_mvgd_1056_lvgd_102319_6,0.00936,solar,PQ,1130085.0,solar_roof_mounted,lv,753057.0,,,,,,
Generator_mvgd_1056_lvgd_440985_solar_roof_mounted_752227,BusBar_mvgd_1056_lvgd_440985_LV,0.0072,solar,PQ,1131085.0,solar_roof_mounted,lv,752227.0,,,,,,
Generator_mvgd_1056_lvgd_441085_solar_roof_mounted_749991,BranchTee_mvgd_1056_lvgd_441085_6,0.00756,solar,PQ,1131085.0,solar_roof_mounted,lv,749991.0,,,,,,
Generator_mvgd_1056_lvgd_441085_solar_roof_mounted_752963,BranchTee_mvgd_1056_lvgd_441085_4,0.003696,solar,PQ,1131085.0,solar_roof_mounted,lv,752963.0,,,,,,
Generator_mvgd_1056_lvgd_102576_solar_roof_mounted_750019,BranchTee_mvgd_1056_lvgd_102576_48,0.01015,solar,PQ,1131085.0,solar_roof_mounted,lv,750019.0,,,,,,
Generator_mvgd_1056_lvgd_102576_solar_roof_mounted_750047,BranchTee_mvgd_1056_lvgd_102576_4,0.0101199999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,750047.0,,,,,,
Generator_mvgd_1056_lvgd_102576_solar_roof_mounted_750053,BranchTee_mvgd_1056_lvgd_102576_70,0.0045899999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,750053.0,,,,,,
Generator_mvgd_1056_lvgd_102576_solar_roof_mounted_750119,BusBar_mvgd_1056_lvgd_102576_LV,0.06863,solar,PQ,1131085.0,solar_roof_mounted,lv,750119.0,,,,,,
Generator_mvgd_1056_lvgd_102576_solar_roof_mounted_752532,BranchTee_mvgd_1056_lvgd_102576_40,0.00842,solar,PQ,1131085.0,solar_roof_mounted,lv,752532.0,,,,,,
Generator_mvgd_1056_lvgd_102576_solar_roof_mounted_752533,BranchTee_mvgd_1056_lvgd_102576_50,0.0081,solar,PQ,1131085.0,solar_roof_mounted,lv,752533.0,,,,,,
Generator_mvgd_1056_lvgd_102577_solar_roof_mounted_750312,BranchTee_mvgd_1056_lvgd_102577_48,0.00765,solar,PQ,1131085.0,solar_roof_mounted,lv,750312.0,,,,,,
Generator_mvgd_1056_lvgd_102577_solar_roof_mounted_752181,BranchTee_mvgd_1056_lvgd_102577_4,0.0081,solar,PQ,1131085.0,solar_roof_mounted,lv,752181.0,,,,,,
Generator_mvgd_1056_lvgd_102577_solar_roof_mounted_752486,BranchTee_mvgd_1056_lvgd_102577_20,0.02232,solar,PQ,1131085.0,solar_roof_mounted,lv,752486.0,,,,,,
Generator_mvgd_1056_lvgd_102577_solar_roof_mounted_752976,BranchTee_mvgd_1056_lvgd_102577_40,0.01312,solar,PQ,1131085.0,solar_roof_mounted,lv,752976.0,,,,,,
Generator_mvgd_1056_lvgd_102578_solar_roof_mounted_749952,BranchTee_mvgd_1056_lvgd_102578_10,0.012255,solar,PQ,1131085.0,solar_roof_mounted,lv,749952.0,,,,,,
Generator_mvgd_1056_lvgd_102578_solar_roof_mounted_749993,BranchTee_mvgd_1056_lvgd_102578_34,0.0165,solar,PQ,1131085.0,solar_roof_mounted,lv,749993.0,,,,,,
Generator_mvgd_1056_lvgd_102578_solar_roof_mounted_750090,BranchTee_mvgd_1056_lvgd_102578_22,0.02185,solar,PQ,1131085.0,solar_roof_mounted,lv,750090.0,,,,,,
Generator_mvgd_1056_lvgd_102578_solar_roof_mounted_750272,BranchTee_mvgd_1056_lvgd_102578_20,0.00675,solar,PQ,1131085.0,solar_roof_mounted,lv,750272.0,,,,,,
Generator_mvgd_1056_lvgd_102578_hydro_752140,BranchTee_mvgd_1056_lvgd_102578_52,0.0063435460740382,run_of_river,PQ,,hydro,lv,752140.0,,,,,,
Generator_mvgd_1056_lvgd_102578_solar_roof_mounted_752464,BranchTee_mvgd_1056_lvgd_102578_14,0.01892,solar,PQ,1131085.0,solar_roof_mounted,lv,752464.0,,,,,,
Generator_mvgd_1056_lvgd_102578_solar_roof_mounted_752995,BranchTee_mvgd_1056_lvgd_102578_30,0.018,solar,PQ,1131085.0,solar_roof_mounted,lv,752995.0,,,,,,
Generator_mvgd_1056_lvgd_102579_solar_roof_mounted_750014,BranchTee_mvgd_1056_lvgd_102579_48,0.01725,solar,PQ,1131085.0,solar_roof_mounted,lv,750014.0,,,,,,
Generator_mvgd_1056_lvgd_102579_solar_roof_mounted_750178,BranchTee_mvgd_1056_lvgd_102579_4,0.01702,solar,PQ,1131085.0,solar_roof_mounted,lv,750178.0,,,,,,
Generator_mvgd_1056_lvgd_102579_solar_roof_mounted_750194,Bus_mvgd_1056_lvgd_102579_gen_750194,0.15322,solar,PQ,1131085.0,solar_roof_mounted,lv,750194.0,,,,,,
Generator_mvgd_1056_lvgd_102579_solar_roof_mounted_750302,BranchTee_mvgd_1056_lvgd_102579_70,0.01,solar,PQ,1131085.0,solar_roof_mounted,lv,750302.0,,,,,,
Generator_mvgd_1056_lvgd_102579_solar_roof_mounted_752187,BranchTee_mvgd_1056_lvgd_102579_40,0.0069,solar,PQ,1131085.0,solar_roof_mounted,lv,752187.0,,,,,,
Generator_mvgd_1056_lvgd_102579_solar_roof_mounted_753020,BranchTee_mvgd_1056_lvgd_102579_50,0.01032,solar,PQ,1131085.0,solar_roof_mounted,lv,753020.0,,,,,,
Generator_mvgd_1056_lvgd_102579_solar_roof_mounted_753022,BranchTee_mvgd_1056_lvgd_102579_60,0.0074,solar,PQ,1131085.0,solar_roof_mounted,lv,753022.0,,,,,,
Generator_mvgd_1056_lvgd_102579_solar_roof_mounted_753039,BranchTee_mvgd_1056_lvgd_102579_62,0.00504,solar,PQ,1131085.0,solar_roof_mounted,lv,753039.0,,,,,,
Generator_mvgd_1056_lvgd_102659_solar_roof_mounted_752543,BranchTee_mvgd_1056_lvgd_102659_2,0.09984,solar,PQ,1131085.0,solar_roof_mounted,lv,752543.0,,,,,,
Generator_mvgd_1056_lvgd_102659_solar_roof_mounted_753007,BranchTee_mvgd_1056_lvgd_102659_36,0.0050599999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,753007.0,,,,,,
Generator_mvgd_1056_lvgd_102659_solar_roof_mounted_753025,BranchTee_mvgd_1056_lvgd_102659_48,0.00564,solar,PQ,1131085.0,solar_roof_mounted,lv,753025.0,,,,,,
Generator_mvgd_1056_lvgd_441037_solar_roof_mounted_749981,BranchTee_mvgd_1056_lvgd_441037_4,0.00594,solar,PQ,1131085.0,solar_roof_mounted,lv,749981.0,,,,,,
Generator_mvgd_1056_lvgd_441037_solar_roof_mounted_750033,BranchTee_mvgd_1056_lvgd_441037_2,0.0297,solar,PQ,1131085.0,solar_roof_mounted,lv,750033.0,,,,,,
Generator_mvgd_1056_lvgd_441037_solar_roof_mounted_752179,BranchTee_mvgd_1056_lvgd_441037_2,0.00924,solar,PQ,1131085.0,solar_roof_mounted,lv,752179.0,,,,,,
Generator_mvgd_1056_lvgd_441037_solar_roof_mounted_752222,BranchTee_mvgd_1056_lvgd_441037_4,0.0252,solar,PQ,1131085.0,solar_roof_mounted,lv,752222.0,,,,,,
Generator_mvgd_1056_lvgd_440994_solar_roof_mounted_749962,BranchTee_mvgd_1056_lvgd_440994_4,0.01323,solar,PQ,1131085.0,solar_roof_mounted,lv,749962.0,,,,,,
Generator_mvgd_1056_lvgd_440994_biomass_750009,Bus_mvgd_1056_lvgd_440994_gen_750009,0.4131340185248313,biomass,PQ,,biomass,lv,750009.0,,,,,,
Generator_mvgd_1056_lvgd_440994_solar_roof_mounted_750075,BranchTee_mvgd_1056_lvgd_440994_4,0.00616,solar,PQ,1131085.0,solar_roof_mounted,lv,750075.0,,,,,,
Generator_mvgd_1056_lvgd_440994_solar_roof_mounted_750240,BranchTee_mvgd_1056_lvgd_440994_4,0.0218049999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,750240.0,,,,,,
Generator_mvgd_1056_lvgd_440994_hydro_752419,BranchTee_mvgd_1056_lvgd_440994_4,0.0219909597233325,run_of_river,PQ,,hydro,lv,752419.0,,,,,,
Generator_mvgd_1056_lvgd_102708_solar_roof_mounted_749905,BranchTee_mvgd_1056_lvgd_102708_4,0.003,solar,PQ,1131085.0,solar_roof_mounted,lv,749905.0,,,,,,
Generator_mvgd_1056_lvgd_102708_solar_roof_mounted_750048,BranchTee_mvgd_1056_lvgd_102708_12,0.02835,solar,PQ,1131085.0,solar_roof_mounted,lv,750048.0,,,,,,
Generator_mvgd_1056_lvgd_102708_solar_roof_mounted_750130,BusBar_mvgd_1056_lvgd_102708_LV,0.05292,solar,PQ,1131085.0,solar_roof_mounted,lv,750130.0,,,,,,
Generator_mvgd_1056_lvgd_102708_solar_roof_mounted_750132,BusBar_mvgd_1056_lvgd_102708_LV,0.0361099999999999,solar,PQ,1131085.0,solar_roof_mounted,lv,750132.0,,,,,,
Generator_mvgd_1056_lvgd_102708_solar_roof_mounted_750232,BranchTee_mvgd_1056_lvgd_102708_6,0.00855,solar,PQ,1131085.0,solar_roof_mounted,lv,750232.0,,,,,,
Generator_mvgd_1056_lvgd_102708_solar_roof_mounted_750266,Bus_mvgd_1056_lvgd_102708_gen_750266,0.171,solar,PQ,1131085.0,solar_roof_mounted,lv,750266.0,,,,,,
Generator_mvgd_1056_lvgd_102708_solar_roof_mounted_752204,BranchTee_mvgd_1056_lvgd_102708_20,0.01728,solar,PQ,1131085.0,solar_roof_mounted,lv,752204.0,,,,,,
Generator_mvgd_1056_lvgd_102723_solar_roof_mounted_750207,BusBar_mvgd_1056_lvgd_102723_LV,0.07488,solar,PQ,1131085.0,solar_roof_mounted,lv,750207.0,,,,,,
Generator_mvgd_1056_lvgd_102723_solar_roof_mounted_750234,BranchTee_mvgd_1056_lvgd_102723_2,0.0098,solar,PQ,1131085.0,solar_roof_mounted,lv,750234.0,,,,,,
Generator_mvgd_1056_lvgd_102723_solar_roof_mounted_750237,BranchTee_mvgd_1056_lvgd_102723_6,0.018,solar,PQ,1131085.0,solar_roof_mounted,lv,750237.0,,,,,,
Generator_mvgd_1056_lvgd_102723_solar_roof_mounted_752242,BranchTee_mvgd_1056_lvgd_102723_10,0.0098,solar,PQ,1131085.0,solar_roof_mounted,lv,752242.0,,,,,,
Generator_mvgd_1056_lvgd_102723_solar_roof_mounted_752434,BranchTee_mvgd_1056_lvgd_102723_8,0.01823,solar,PQ,1131085.0,solar_roof_mounted,lv,752434.0,,,,,,
Generator_mvgd_1056_lvgd_102723_solar_roof_mounted_752985,BranchTee_mvgd_1056_lvgd_102723_4,0.0297,solar,PQ,1131085.0,solar_roof_mounted,lv,752985.0,,,,,,
Generator_mvgd_1056_lvgd_102773_solar_roof_mounted_749904,BranchTee_mvgd_1056_lvgd_102773_14,0.0025,solar,PQ,1131085.0,solar_roof_mounted,lv,749904.0,,,,,,
Generator_mvgd_1056_lvgd_102773_solar_roof_mounted_750155,BranchTee_mvgd_1056_lvgd_102773_2,0.00912,solar,PQ,1131085.0,solar_roof_mounted,lv,750155.0,,,,,,
Generator_mvgd_1056_lvgd_102773_solar_roof_mounted_750195,BranchTee_mvgd_1056_lvgd_102773_10,0.00375,solar,PQ,1131085.0,solar_roof_mounted,lv,750195.0,,,,,,
Generator_mvgd_1056_lvgd_102773_solar_roof_mounted_750311,BranchTee_mvgd_1056_lvgd_102773_12,0.0099,solar,PQ,1131085.0,solar_roof_mounted,lv,750311.0,,,,,,
Generator_mvgd_1056_lvgd_102773_solar_roof_mounted_752251,BranchTee_mvgd_1056_lvgd_102773_6,0.0135,solar,PQ,1131085.0,solar_roof_mounted,lv,752251.0,,,,,,
Generator_mvgd_1056_lvgd_102773_solar_roof_mounted_752987,BusBar_mvgd_1056_lvgd_102773_LV,0.0513,solar,PQ,1131085.0,solar_roof_mounted,lv,752987.0,,,,,,
Generator_mvgd_1056_lvgd_102773_solar_roof_mounted_753034,BranchTee_mvgd_1056_lvgd_102773_8,0.00984,solar,PQ,1131085.0,solar_roof_mounted,lv,753034.0,,,,,,
Generator_mvgd_1056_lvgd_102774_solar_roof_mounted_750154,BusBar_mvgd_1056_lvgd_102774_LV,0.036,solar,PQ,1131085.0,solar_roof_mounted,lv,750154.0,,,,,,
